Name,Year,Manufacture,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
A4 2.0T quattro Premium AWD,2017,Audi,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,252 hp 2L I4,WAUANAF45HN001954,"90,500 miles","$18,495"
RAV4 XLE Premium AWD,2019,Toyota,"Springfield, MA
22 mi away",Black,Gasoline,Automatic,203 hp 2.5L I4,JTMA1RFV7KJ001636,"30,527 miles","$29,999"
Focus SE Hatchback,2016,Ford,"Naugatuck, CT
26 mi away",Silver,Flex Fuel Vehicle,Automatic,160 hp 2L I4 Flex Fuel Vehicle,1FADP3K28GL330352,"72,500 miles","$8,495"
XTS Luxury FWD,2013,Cadillac,"Hartford, CT
3 mi away",Silver,Gasoline,6-Speed Automatic,304 hp 3.6L V6,2G61P5S37D9216981,"119,500 miles","$10,500"
Fusion Hybrid Titanium FWD,2019,Ford,"New London, CT
40 mi away",Black,Hybrid,Continuously Variable Transmission,2L I4 Hybrid,3FA6P0RU5KR118226,"50,729 miles","$19,554"
Outback 2.5i Limited AWD,2017,Subaru,"Canton, CT
13 mi away",Silver,Gasoline,Automatic,175 hp 2.5L H4,4S4BSANC2H3230074,"75,918 miles","$19,995"
Sportage EX AWD,2020,Kia,"Milford, CT
45 mi away",Pacific Blue,Gasoline,6-Speed Automatic Overdrive,181 hp 2.4L I4,KNDPNCAC2L7766740,"18,555 miles","$22,750"
Patriot Sport 4WD,2017,Jeep,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,172 hp 2.4L I4,1C4NJRBB6HD136059,"55,400 miles","$12,495"
Jetta GLI Autobahn FWD with Navigation,2013,Volkswagen,"New Britain, CT
11 mi away",Deep Black Metallic,,Automatic,,3VW4A7AJ3DM209103,"84,393 miles","$8,995"
Journey SE FWD,2017,Dodge,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,173 hp 2.4L I4,3C4PDCAB7HT581094,"108,300 miles","$9,495"
Suburban 1500 LT 4WD,2013,Chevrolet,"West Springfield, MA
22 mi away",Black,Flex Fuel Vehicle,Automatic,320 hp 5.3L V8 Flex Fuel Vehicle,1GNSKJE79DR330758,"171,441 miles","$12,995"
Accord EX-L V6,2014,Honda,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,278 hp 3.5L V6,1HGCR3F85EA026131,"58,500 miles","$15,495"
Escape SE AWD,2016,Ford,"Torrington, CT
24 mi away",Ruby Red Metallic Tinted Clearcoat,Gasoline,6-Speed Automatic,240 hp 2L I4,1FMCU9G95GUA14131,"88,408 miles","$12,624"
Maxima SL FWD,2017,Nissan,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,300 hp 3.5L V6,1N4AA6AP3HC391290,"90,400 miles","$15,995"
Impreza 2.0i Premium Hatchback AWD,2020,Subaru,"Manchester, CT
8 mi away",Magnetite Gray Metallic,Gasoline,Continuously Variable Transmission,152 hp 2L H4,4S3GTAV62L3729614,"10,872 miles","$23,900"
C-Class C 300 4MATIC,2016,Mercedes-Benz,"Naugatuck, CT
26 mi away",Blue,Gasoline,Automatic,241 hp 2L I4,55SWF4KB2GU101632,"72,700 miles","$19,495"
Rogue Sport SL AWD,2017,Nissan,"Milford, CT
45 mi away",Magnetic Black,Gasoline,Continuously Variable Transmission,141 hp 2L I4,JN1BJ1CR1HW139863,"30,689 miles","$24,997"
Corvette Z06 Hardtop Coupe RWD,2003,Chevrolet,"Branford, CT
36 mi away",Yellow,Gasoline,6-Speed Manual,405 hp 5.7L V8,1G1YY12S235121452,"24,812 miles","$25,988"
Focus ST,2018,Ford,"Naugatuck, CT
26 mi away",Blue,Gasoline,Manual,252 hp 2L I4,1FADP3L9XJL242437,"31,400 miles","$19,995"
Malibu LS FWD,2009,Chevrolet,"East Windsor, CT
10 mi away",Imperial Blue Metallic,Gasoline,Automatic,169 hp 2.4L I4,1G1ZG57B09F251238,"43,908 miles","$5,950"
Town Car Signature Limited,2006,Lincoln,"Waterbury, CT
24 mi away",Blue,Gasoline,4-Speed Automatic,239 hp 4.6L V8,1LNHM82WX6Y646191,"100,000 miles","$5,395"
Escape SE AWD,2015,Ford,"Naugatuck, CT
26 mi away",White,,Automatic,,1FMCU9G95FUA93511,"105,900 miles","$10,495"
Genesis 3.8 RWD,2012,Hyundai,"Manchester, CT
6 mi away",White,Gasoline,Automatic,333 hp 3.8L V6,KMHGC4DD6CU205292,"70,061 miles","$11,500"
RAV4 LE AWD,2016,Toyota,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,176 hp 2.5L I4,2T3BFREV8GW527614,"161,900 miles","$11,995"
1500 Express Quad Cab 4WD,2014,RAM,"Hartford, CT",Red,,Automatic,,1C6RR7FT1ES138284,"135,249 miles","$16,499"
Escalade EXT Luxury 4WD,2012,Cadillac,"Cheshire, CT
21 mi away",Black Raven,Flex Fuel Vehicle,Automatic,403 hp 6.2L V8 Flex Fuel Vehicle,3GYT4MEF5CG224347,"149,149 miles","$18,500"
F-150 STX SuperCab 4WD,2013,Ford,"Naugatuck, CT
26 mi away",Gray,,Automatic,,1FTFX1EF3DFD21624,"82,400 miles","$17,995"
Optima Hybrid LX,2014,Kia,"Newington, CT
10 mi away",White,Hybrid,6-Speed Automatic,199 hp 2.4L I4 Hybrid,KNAGM4AD7E5075913,"112,500 miles","$8,995"
Outback 2.5i Premium,2011,Subaru,"Berlin, CT
13 mi away",Graphite Gray Metallic,Gasoline,Automatic,170 hp 2.5L H4,4S4BRCCC0B3316887,"150,661 miles","$5,995"
F-350 Super Duty King Ranch Crew Cab 4WD,2015,Ford,"Danbury, CT
47 mi away",Red (Bronze Fire Metallic),Flex Fuel Vehicle,Automatic,316 hp 6.2L V8 Flex Fuel Vehicle,1FT7W3B63FED48547,"45,090 miles","$49,998"
Escape SE AWD,2018,Ford,"North Franklin, CT
31 mi away",Cinnamon Glaze,Gasoline,6-Speed Automatic,179 hp 1.5L I4,1FMCU9GD9JUB33196,"48,670 miles","$19,985"
5 Series 535i xDrive Sedan AWD,2010,BMW,"Berlin, CT
13 mi away",Black,Gasoline,Automatic,300 hp 3L I6,WBANV9C57AC136447,"117,298 miles","$6,495"
X1 xDrive28i AWD,2016,BMW,"Naugatuck, CT
26 mi away",Brown,Gasoline,Automatic,228 hp 2L I4,WBXHT3C36G5F63509,"40,100 miles","$21,995"
Edge SE,2013,Ford,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,285 hp 3.5L V6,2FMDK3GC4DBC83340,"106,800 miles","$8,995"
Silverado 1500 LT Extended Cab 4WD,2013,Chevrolet,"Portland, CT
15 mi away",White,Flex Fuel Vehicle,6-Speed Automatic,315 hp 5.3L V8 Flex Fuel Vehicle,1GCRKSE77DZ208509,"135,661 miles","$13,995"
Explorer XLT 4WD,2016,Ford,"Manchester, CT
7 mi away",Black,Gasoline,Automatic,290 hp 3.5L V6,1FM5K8D87GGA81980,"135,357 miles","$14,995"
Grand Cherokee Altitude 4WD,2018,Jeep,"Torrington, CT
23 mi away",Billet Silver Metallic Clearcoat,Gasoline,8-Speed Automatic,295 hp 3.6L V6,1C4RJFAG4JC374694,"49,033 miles","$28,263"
Altima 2.5 Platinum FWD,2019,Nissan,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,188 hp 2.5L I4,1N4BL4FV3KC102636,"17,400 miles","$23,495"
Atlas SEL Premium 4Motion,2018,Volkswagen,"Plainville, CT
12 mi away",Silver,Gasoline,Automatic,3.6L V6,1V2NR2CAXJC574597,"15,608 miles","$36,206"
Silverado 1500 Z71 4WD,2005,Chevrolet,"New Haven, CT
36 mi away",Red (Burgundy),Gasoline,4-Speed Automatic,295 hp 5.3L V8,1GCEK14T65Z309453,"108,584 miles","$10,995"
Levante GranLusso 3.0L AWD,2019,Maserati,"Mystic, CT
47 mi away",Bianco,Gasoline,8-Speed Automatic,345 hp 3L V6,ZN661XUL6KX314815,"22,981 miles","$61,344"
G37 x Sedan AWD,2013,INFINITI,"Waterbury, CT
24 mi away",Blue Slate,Gasoline,,328 hp 3.7L V6,JN1CV6AR1DM352777,"95,068 miles","$11,810"
Elantra SE Sedan FWD,2017,Hyundai,"Waterbury, CT
23 mi away",Scarlet Red,Gasoline,6-Speed Automatic,147 hp 2L I4,5NPD74LF0HH069984,"98,410 miles","$8,995"
Escape SE AWD,2018,Ford,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,179 hp 1.5L I4,1FMCU9GDXJUC66436,"120,900 miles","$11,995"
CT6 3.6L Luxury AWD,2017,Cadillac,"Torrington, CT
23 mi away",Crystal White Tricoat,Gasoline,8-Speed Automatic,335 hp 3.6L V6,1G6KD5RS8HU208455,"49,012 miles","$32,999"
F-150 XLT SuperCrew 4WD,2016,Ford,"Springfield, MA
25 mi away",Black,Flex Fuel Vehicle,6-Speed Automatic,5L V8 Flex Fuel Vehicle,1FTEW1EF8GFB48752,"117,997 miles","$24,000"
CX-5 Grand Touring AWD,2019,Mazda,"Hamden, CT
31 mi away",Snowflake White Pearl Mica,Gasoline,6-Speed Automatic,187 hp 2.5L I4,JM3KFBDM2K0569653,"25,673 miles","$27,800"
Soul Base,2014,Kia,"Winsted, CT
24 mi away",Gray,Gasoline,Automatic,130 hp 1.6L I4,KNDJN2A23E7062699,"84,023 miles","$7,495"
F-150 FX4 SuperCrew 4WD,2014,Ford,"Naugatuck, CT
28 mi away",Ingot Silver Metallic,Flex Fuel Vehicle,Automatic,360 hp 5L V8 Flex Fuel Vehicle,1FTFW1EF3EKF85857,"61,173 miles","$27,500"
Forester 2.5i Premium,2017,Subaru,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,170 hp 2.5L H4,JF2SJAEC7HH407651,"43,800 miles","$18,995"
Escape SEL AWD,2013,Ford,"Manchester, CT
6 mi away",Blue,Gasoline,6-Speed Automatic,1.6L I4,1FMCU9HX8DUB44767,"99,780 miles","$9,995"
Outback 2.5i Premium,2013,Subaru,"Naugatuck, CT
26 mi away",Black,Gasoline,Manual,173 hp 2.5L H4,4S4BRBCC7D1244627,"92,900 miles","$10,895"
Cherokee Latitude 4WD,2016,Jeep,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,180 hp 2.4L I4,1C4PJMCB4GW310644,"74,000 miles","$14,495"
Trax LT AWD,2018,Chevrolet,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,138 hp 1.4L I4,KL7CJPSB5JB727705,"44,400 miles","$14,495"
Tahoe LT 4WD,2010,Chevrolet,"Waterbury, CT
24 mi away",Red (Maroon),Flex Fuel Vehicle,6-Speed Automatic,320 hp 5.3L V8 Flex Fuel Vehicle,1GNUKBE02AR172471,"165,035 miles","$10,995"
A3 2.0T quattro Premium Cabriolet AWD,2015,Audi,"Naugatuck, CT
29 mi away",Florett Silver Metallic/Black Roof,Gasoline,6-Speed Automatic,220 hp 2L I4,WAU7FLFFXF1085245,"86,207 miles","$19,995"
Pilot EX-L 4WD,2014,Honda,"New Britain, CT
11 mi away",Alabaster Silver Metallic,Gasoline,Automatic,250 hp 3.5L V6,5FNYF4H59EB001813,"192,291 miles","$9,799"
Fusion SE,2016,Ford,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,2.5L I4,3FA6P0H78GR324448,"94,900 miles","$10,495"
Crosstrek Limited,2017,Subaru,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,2L H4,JF2GPAKC2HH255092,"91,300 miles","$16,495"
Accord LX,2015,Honda,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,185 hp 2.4L I4,1HGCR2F37FA222992,"108,800 miles","$11,495"
Titan Platinum Reserve Crew Cab 4WD,2017,Nissan,"Naugatuck, CT
26 mi away",Red,Gasoline,Automatic,390 hp 5.6L V8,1N6AA1E56HN518136,"94,700 miles","$27,995"
Sedona LX,2016,Kia,"Naugatuck, CT
26 mi away",Brown,Gasoline,Automatic,276 hp 3.3L V6,KNDMB5C10G6189723,"91,900 miles","$11,995"
Elantra Value Edition Sedan FWD,2016,Hyundai,"West Springfield, MA
23 mi away",Phantom Black,Gasoline,Automatic,145 hp 1.8L I4,5NPDH4AE0GH679938,"73,196 miles","$13,387"
Charger SXT AWD,2016,Dodge,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,292 hp 3.6L V6,2C3CDXJGXGH273074,"64,200 miles","$19,495"
TLX FWD,2016,Acura,"Branford, CT
35 mi away",Gray (Graphite Luster Metallic),Gasoline,8-Speed Dual Clutch,206 hp 2.4L I4,19UUB1F38GA010638,"94,999 miles","$16,500"
1500 Big Horn Crew Cab 4WD,2012,RAM,"East Haven, CT
34 mi away",Red,Gasoline,6-Speed Automatic,390 hp 5.7L V8,1C6RD7LT6CS184743,"118,255 miles","$16,995"
tC RS 7.0,2012,Scion,"Granby, MA
34 mi away",Yellow,Gasoline,6-Speed Automatic,180 hp 2.5L I4,JTKJF5C71C3026725,"119,390 miles","$6,000"
3500 Chassis Tradesman 4WD,2015,RAM,"Bristol, CT
14 mi away",Bright White Clearcoat,Gasoline,6-Speed Automatic,370 hp 6.4L V8,3C7WRTAJ7FG649195,"46,243 miles","$31,499"
Sierra 2500HD Denali Crew Cab SB 4WD,2018,GMC,"Charlton, MA
42 mi away",Black,Biodiesel,Automatic,6.6L V8 Biodiesel,1GT12UEY9JF175043,"69,466 miles","$56,988"
Pathfinder SV 4WD,2020,Nissan,"West Simsbury, CT
11 mi away",Magnetic Black Pearl,Gasoline,Continuously Variable Transmission,284 hp 3.5L V6,5N1DR2BM7LC611449,"24,401 miles","$27,782"
3 Series 328i xDrive Coupe AWD,2012,BMW,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,230 hp 3L I6,WBAKF5C57CE657135,"46,100 miles","$13,995"
Accord LX,2015,Honda,"Northampton, MA
38 mi away",Black,Gasoline,Continuously Variable Transmission,185 hp 2.4L I4,1HGCR2F32FA098890,"91,329 miles","$12,999"
F-150 XLT SuperCab 4WD,2011,Ford,"New Britain, CT
11 mi away",Black,,Automatic,,1FTFX1EF3BFA45300,"131,328 miles","$12,495"
Murano SL AWD,2013,Nissan,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,260 hp 3.5L V6,JN8AZ1MW0DW310526,"67,000 miles","$11,995"
Silverado 2500HD LTZ Crew Cab 4WD,2012,Chevrolet,"Vernon, CT
11 mi away",Graystone Metallic,Gasoline,Automatic,360 hp 6L V8,1GC1KYCG9CF158862,"116,092 miles","$23,995"
RAV4 Base 4WD,2012,Toyota,"Plainville, CT
14 mi away",Gold,Gasoline,Automatic,179 hp 2.5L I4,2T3BF4DV6CW225575,"159,123 miles","$7,999"
Explorer Limited 4WD,2016,Ford,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,290 hp 3.5L V6,1FM5K8F8XGGA18479,"93,400 miles","$19,995"
Forester 2.5 X L.L. Bean Edition,2007,Subaru,"Wingdale, NY
48 mi away",Blue,Gasoline,5-Speed Manual,173 hp 2.5L H4,JF1SG63627G719510,"157,373 miles","$4,495"
Traverse LS AWD,2015,Chevrolet,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,281 hp 3.6L V6,1GNKVFED8FJ389439,"101,800 miles","$11,995"
Ascent Touring 7-Passenger AWD,2019,Subaru,"Windsor, CT
5 mi away",Crystal Black Silica,Gasoline,Continuously Variable Transmission,260 hp 2.4L H4,4S4WMARD3K3410119,"24,648 miles","$37,861"
F-150 XLT SuperCrew 4WD,2013,Ford,"New Britain, CT
11 mi away",Tuxedo Black Metallic,,Automatic,,1FTFW1ET1DFA56680,"136,334 miles","$16,995"
Navigator Reserve 4WD,2018,Lincoln,"Waterbury, CT
24 mi away",Magnetic Gray,Gasoline,Automatic,450 hp 3.5L V6,5LMJJ2LT4JEL10491,"31,478 miles","$60,999"
CX-5 Touring AWD,2018,Mazda,"Old Saybrook, CT
36 mi away",Black,Gasoline,6-Speed Automatic,187 hp 2.5L I4,JM3KFBCM2J0406615,"92,003 miles","$20,352"
Pilot EX-L 4WD,2012,Honda,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,250 hp 3.5L V6,5FNYF4H56CB009526,"132,100 miles","$11,995"
Colorado Z71 Crew Cab 4WD,2018,Chevrolet,"Watertown, CT
27 mi away",Black,Gasoline,8-Speed Automatic,308 hp 3.6L V6,1GCGTDEN3J1123434,"116,060 miles","$25,000"
M-Class ML 350 4MATIC,2012,Mercedes-Benz,"Stratford, CT
47 mi away",Blue,Gasoline,Automatic,302 hp 3.5L V6,4JGDA5HB0CA033883,"49,624 miles","$17,998"
Genesis 3.8 AWD,2015,Hyundai,"Hartford, CT
1 mi away",Parisian Gray,Gasoline,Automatic,311 hp 3.8L V6,KMHGN4JE8FU037943,"125,430 miles","$14,495"
Traverse Premier AWD,2019,Chevrolet,"East Windsor, CT
8 mi away",Havana Brown Metallic,Gasoline,Automatic,310 hp 3.6L V6,1GNEVKKW1KJ189377,"16,872 miles","$40,990"
1500 Express Crew Cab 4WD,2015,RAM,"Danbury, CT
48 mi away",White,Gasoline,8-Speed Automatic,395 hp 5.7L V8,1C6RR7KT7FS599514,"111,000 miles","$21,500"
NX 200t AWD,2016,Lexus,"East Haven, CT
36 mi away",Black,Gasoline,6-Speed Automatic,235 hp 2L I4,"Seller has not provided this information
Without a VIN this vehicle's history is unavailable.","25,558 miles","$25,500"
Silverado 1500 LT Double Cab 4WD,2017,Chevrolet,"Waterbury, CT
25 mi away",Summit White,Gasoline,6-Speed Automatic Overdrive,355 hp 5.3L V8,1GCVKREC0HZ191580,"77,264 miles","$27,994"
Civic LX,2009,Honda,"Naugatuck, CT
28 mi away",Blue,Gasoline,Manual,140 hp 1.8L I4,19XFA15579E027475,"144,028 miles","$4,450"
Cruze LT Sedan FWD,2019,Chevrolet,"Brookfield, CT
44 mi away",Black,Gasoline,6-Speed Automatic,153 hp 1.4L I4,1G1BE5SM9K7112211,"27,004 miles","$15,055"
Cherokee Latitude 4WD,2016,Jeep,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,180 hp 2.4L I4,1C4PJMCB4GW310644,"74,000 miles","$14,495"
Altima 2.5 SV,2017,Nissan,"New Britain, CT
11 mi away",Gray (Gun Metallic),Gasoline,Automatic,182 hp 2.5L I4,1N4AL3AP6HC236791,"75,582 miles","$12,999"
Pilot EX-L 4WD,2011,Honda,"West Springfield, MA
22 mi away",Gray,Gasoline,Automatic,250 hp 3.5L V6,5FNYF4H59BB057018,"108,605 miles","$11,995"
Camry SE FWD,2019,Toyota,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,2.5L I4,4T1B11HK6KU800214,"18,200 miles","$21,995"
Edge SE AWD,2008,Ford,"East Windsor, CT
8 mi away",Vapor Silver Metallic,Gasoline,Automatic,265 hp 3.5L V6,2FMDK46C78BA72677,"137,186 miles","$4,995"
Beetle 1.8T SE,2017,Volkswagen,"Old Saybrook, CT
36 mi away",White,Gasoline,6-Speed Automatic,170 hp 1.8L I4,3VWJ17AT7HM615086,"32,416 miles","$19,544"
Fit Sport,2009,Honda,"East Windsor, CT
10 mi away",Red,Gasoline,Automatic,117 hp 1.5L I4,JHMGE88499S041149,"77,000 miles","$6,999"
Acadia SLT-2 AWD,2018,GMC,"Middletown, CT
16 mi away",Gray (Iridium Metallic),Gasoline,6-Speed Automatic,310 hp 3.6L V6,1GKKNWLS1JZ113547,"53,976 miles","$29,267"
Yukon SLT 4WD,2019,GMC,"Watertown, CT
27 mi away",Onyx Black,Gasoline,6-Speed Automatic Overdrive,355 hp 5.3L V8,1GKS2BKC1KR348480,"35,272 miles","$50,498"
Explorer XLT AWD,2018,Ford,"Auburn, MA
50 mi away",Shadow Black,Gasoline,6-Speed Automatic,290 hp 3.5L V6,1FM5K8D80JGA22776,"37,858 miles","$28,998"
Impreza 2.0i Limited Sedan AWD,2019,Subaru,"Wallingford, CT
23 mi away",Gray,Gasoline,Continuously Variable Transmission,152 hp 2L H4,4S3GKAU6XK3621969,"32,551 miles","$20,994"
Grand Cherokee Overland 4WD,2018,Jeep,"North Haven, CT
27 mi away",Blue,Gasoline,Automatic,295 hp 3.6L V6,1C4RJFCG3JC355602,"51,257 miles","$32,499"
Tiguan SEL 4Motion,2014,Volkswagen,"Stratford, CT
47 mi away",Gray,Gasoline,Automatic,200 hp 2L I4,WVGBV3AX8EW503346,"77,885 miles","$11,995"
Corolla LE,2014,Toyota,"Naugatuck, CT
26 mi away",Red,Gasoline,Automatic,132 hp 1.8L I4,2T1BURHE0EC043364,"121,900 miles","$8,995"
Cherokee Limited FWD,2017,Jeep,"Naugatuck, CT
26 mi away",Gray,Gasoline,Automatic,180 hp 2.4L I4,1C4PJLDB9HW539752,"105,500 miles","$13,495"
5 Series 528xi Sedan AWD,2008,BMW,"Bridgeport, CT
50 mi away",Platinum Gray Metallic,Gasoline,Automatic,230 hp 3L I6,WBANV13548CZ57288,"160,774 miles","$1,900"
Forte LXS FWD,2019,Kia,"Hamden, CT
31 mi away",Aurora Black Pearl,Gasoline,Automatic,147 hp 2L I4,3KPF24AD0KE033202,"47,379 miles","$17,600"
Sorento LX AWD,2015,Kia,"Cheshire, CT
21 mi away",Snow White Pearl,Gasoline,Automatic,191 hp 2.4L I4,5XYKTCA60FG569874,"110,964 miles","$10,733"
Sienna XLE Premium 7-Passenger AWD,2015,Toyota,"West Springfield, MA
22 mi away",Predawn Gray Mica,Gasoline,Automatic,266 hp 3.5L V6,5TDDK3DC3FS096570,"102,590 miles","$21,488"
Focus S,2017,Ford,"Meriden, CT
20 mi away",Ingot Silver Metallic,Flex Fuel Vehicle,Automatic,160 hp 2L I4 Flex Fuel Vehicle,1FADP3E20HL335770,"11,878 miles","$12,495"
Venza V6,2009,Toyota,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,268 hp 3.5L V6,4T3ZK11A99U007861,"106,900 miles","$9,995"
CR-V LX AWD,2019,Honda,"Waterbury, CT
23 mi away",,Gasoline,Continuously Variable Transmission,184 hp 2.4L I4,2HKRW6H3XKH217567,"27,531 miles","$23,468"
MKX Black Label FWD,2016,Lincoln,"Palmer, MA
31 mi away",White,Gasoline,6-Speed Automatic,335 hp 2.7L V6,2LMPJ7JP5GBL63712,"72,151 miles","$23,969"
A4 2.0T quattro Prestige AWD,2015,Audi,"East Windsor, CT
7 mi away",Brown (TAN),Flex Fuel Vehicle,Automatic,220 hp 2L I4 Flex Fuel Vehicle,WAUBFAFL0FN045267,"120,960 miles","$12,995"
Rogue Select S AWD,2015,Nissan,"Berlin, CT
13 mi away",White,Gasoline,Automatic,170 hp 2.5L I4,JN8AS5MV2FW252618,"102,651 miles","$8,995"
V90 T6 R-Design AWD,2021,Volvo,"Watertown, CT
27 mi away",Onyx Black Metallic,Gasoline,Automatic,316 hp 2L I4,YV1A22VM3M1160650,"12,394 miles","$64,210"
Colorado Work Truck Extended Cab LB RWD,2018,Chevrolet,"Waterbury, CT
24 mi away",Gray (Satin Steel Metallic),Gasoline,6-Speed Automatic,200 hp 2.5L I4,1GCHSBEA3J1317454,"32,499 miles","$20,500"
Crosstrek Limited,2016,Subaru,"Naugatuck, CT
26 mi away",White,Gasoline,Automatic,2L H4,JF2GPANC0G8220514,"97,100 miles","$15,995"
Highlander XLE AWD,2018,Toyota,"Meriden, CT
20 mi away",Predawn Gray Mica,Gasoline,6-Speed Automatic,295 hp 3.5L V6,5TDJZRFH1JS533193,"61,145 miles","$28,995"
Frontier S Crew Cab 4WD,2016,Nissan,"Hartford, CT
3 mi away",White,Gasoline,Automatic,261 hp 4L V6,1N6AD0EV0GN715805,"75,658 miles","$17,499"
Legacy 2.5i Premium,2018,Subaru,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,175 hp 2.5L H4,4S3BNAC65J3025511,"53,400 miles","$17,495"
Sorento LX V6 AWD,2017,Kia,"Naugatuck, CT
26 mi away",Red (Burgundy),Gasoline,Automatic,290 hp 3.3L V6,5XYPGDA54HG328491,"44,200 miles","$18,995"
Touareg VR6 Sport,2016,Volkswagen,"Naugatuck, CT
26 mi away",Silver,Gasoline,Automatic,280 hp 3.6L V6,WVGEF9BP4GD003145,"110,600 miles","$14,495"
Forester 2.5X,2012,Subaru,"Plainville, CT
14 mi away",Green,Gasoline,Automatic,170 hp 2.5L H4,JF2SHABC3CH418896,"135,048 miles","$6,300"
A3 2.0T quattro Premium Sedan AWD,2016,Audi,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,220 hp 2L I4,WAUB8GFF5G1019375,"66,700 miles","$16,995"
Silverado 1500 LT Double Cab 4WD,2017,Chevrolet,"Old Saybrook, CT
36 mi away",Gray,Flex Fuel Vehicle,6-Speed Automatic Overdrive,4.3L V6 Flex Fuel Vehicle,1GCVKREH9HZ334859,"74,559 miles","$26,929"
Acadia Limited AWD,2017,GMC,"West Springfield, MA
22 mi away",White Frost Tricoat,Gasoline,Automatic,281 hp 3.6L V6,1GKKVSKD5HJ237518,"81,591 miles","$22,988"
Outback 2.5i Premium AWD,2017,Subaru,"Torrington, CT
24 mi away",Ice Silver Metallic,Gasoline,Continuously Variable Transmission,175 hp 2.5L H4,4S4BSAFC7H3285909,"71,976 miles","$18,867"
Odyssey EX-L FWD,2011,Honda,"Wallingford, CT
21 mi away",Silver,Gasoline,5-Speed Automatic Overdrive,248 hp 3.5L V6,5FNRL5H41BB044323,"144,979 miles","$9,495"
1500 Classic Express Quad Cab RWD,2019,RAM,"Middletown, CT
16 mi away",Blue Streak Pearlcoat,Gasoline,8-Speed Automatic,395 hp 5.7L V8,1C6RR6FT6KS562890,"25,358 miles","$26,953"
Pilot EX-L 4WD,2014,Honda,"Torrington, CT
22 mi away",Crystal Black Pearl,Gasoline,5-Speed Automatic,250 hp 3.5L V6,5FNYF4H52EB051162,"112,948 miles","$15,994"
Wrangler Unlimited Sahara 4WD,2015,Jeep,"Westfield, MA
22 mi away",Bright White Clear Coat,Gasoline,Automatic,285 hp 3.6L V6,1C4HJWEG8FL500522,"50,700 miles","$29,996"
Pilot EX-L AWD,2016,Honda,"West Springfield, MA
22 mi away",Black Forest Pearl,Gasoline,Automatic,280 hp 3.5L V6,5FNYF6H54GB004987,"79,404 miles","$23,488"
Tacoma SR5 V6 Double Cab LB 4WD,2019,Toyota,"Portland, CT
15 mi away",Black (Charcoal),Gasoline,6-Speed Automatic,278 hp 3.5L V6,3TMDZ5BN7KM062993,"81,233 miles","$29,995"
Escalade ESV Platinum 4WD,2013,Cadillac,"Naugatuck, CT
26 mi away",White,Flex Fuel Vehicle,Automatic,403 hp 6.2L V8 Flex Fuel Vehicle,1GYS4KEF5DR110656,"111,400 miles","$23,995"
Silverado 1500 LT Double Cab 4WD,2017,Chevrolet,"Naugatuck, CT
26 mi away",Red,,Automatic,,1GCVKREC6HZ150760,"119,700 miles","$23,495"
Soul !,2013,Kia,"Naugatuck, CT
26 mi away",Black,Gasoline,Automatic,2L I4,KNDJT2A6XD7518477,"97,100 miles","$6,495"
Transit Cargo 250 Low Roof RWD with Sliding Passenger-Side Door,2019,Ford,"Watertown, CT
27 mi away",Oxford White,Gasoline,6-Speed Automatic Overdrive,275 hp 3.7L V6,1FTYR1YM9KKA72294,"34,461 miles","$34,998"
911 Turbo S Cabriolet AWD,2017,Porsche,"Naugatuck, CT
26 mi away",Blue,Gasoline,Automatic,580 hp 3.8L H6,WP0CD2A9XHS178556,"19,700 miles","$159,995"
Expedition XLT 4WD,2016,Ford,"Canton, CT
14 mi away",Oxford White,Gasoline,Automatic,365 hp 3.5L V6,1FMJU1JT6GEF41604,"147,103 miles","$18,990"
Spark 1LT FWD,2021,Chevrolet,"Naugatuck, CT
26 mi away",Purple,Gasoline,Automatic,1.4L I4,KL8CD6SA9MC728827,"3,300 miles","$15,495"
