Name,Year,Manufacturer,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
Silverado 1500 LT Trail Boss,2019,Chevrolet,CA,Shadow Gray Metallic,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCPYFED5KZ421345,"14,848 mi.","$51,395"
S-Class S 450 4MATIC,2018,Mercedes-Benz,NY,Obsidian Black Metallic,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDDUG6EB0JA349610,"33,834 mi.","$66,395"
Yukon Denali,2012,GMC,CA,Carbon Black Metallic,E85 Flex Fuel ,6-Speed Automatic,6.2L V8 16V MPFI OHV Flexible Fuel,1GKS1EEF6CR287400,"102,902 mi.","$19,895"
Yukon SLE,2015,GMC,IL,Onyx Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS1AKC1FR109949,"88,448 mi.","$30,000"
C-Class C 300,2017,Mercedes-Benz,IN,Brilliant Blue Metallic,Gasoline ,7-Speed Automatic,Engine: 2.0L Turbo I4 -inc: ECO stop/start technology FFV option,WDDWJ4KB0HF339627,"25,690 mi.","$36,499"
XC90 V8,2010,Volvo,MD,Black,Gasoline ,6-Speed Automatic,4.4L V8 32V MPFI DOHC,YV4852CZ4A1544097,"48,163 mi.","$17,500"
E-Class E 350 4MATIC,2014,Mercedes-Benz,IL,Gray,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB9EA834422,"104,175 mi.","$18,991"
Grand Cherokee Limited,2020,Jeep,IN,Granite Crystal Clearcoat Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC282529,"18,388 mi.","$41,507"
G80 3.8,2018,Genesis,FL,Casablanca White,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KMHGN4JE8JU284047,"29,823 mi.","$29,999"
Rover Range Rover HSE,2011,Land,IL,Santorini Black,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALMF1D41BA354652,"90,225 mi.","$18,995"
MDX 3.5L w/Technology Package,2019,Acura,IL,White Diamond Pearl,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H59KL018918,"20,432 mi.","$40,858"
MKC Base,2015,Lincoln,NC,White Platinum Tri-Coat Metallic,Gasoline ,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,5LMTJ2AHXFUJ32297,"65,115 mi.","$18,988"
Aviator Reserve AWD,2020,Lincoln,IL,Pristine White,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC4LGL01936,"24,834 mi.","$60,962"
Metris Base,2016,Mercedes-Benz,NJ,White,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WD4PG2EE6G3147612,"56,060 mi.","$21,900"
Romeo Giulia Base,2018,Alfa,FL,Vesuvio Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAEDNXJ7575506,"19,002 mi.","$28,999"
F-150 Lariat,2021,Ford,IL,Agate Black Metallic,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E83MKD24132,"5,708 mi.","$61,961"
Odyssey EX-L,2018,Honda,IL,Crystal Black Pearl,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H72JB064787,"24,536 mi.","$33,100"
XC60 3.2,2010,Volvo,VA,FGRAY,Gasoline ,6-Speed Automatic,3.2L I6 24V MPFI DOHC,YV4982DL8A2101869,"151,970 mi.","$7,997"
AMG GLE 43 Base 4MATIC,2018,Mercedes-Benz,NJ,Black,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDA6EB5JB138811,"40,435 mi.","$47,997"
Expedition Limited,2018,Ford,MN,Shadow Black,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU2AT6JEA01604,"33,860 mi.","$54,611"
Edge ST,2019,Ford,NJ,Agate Black Metallic,Gasoline ,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4APXKBB84937,"26,689 mi.","$37,300"
E-Class E 350,2014,Mercedes-Benz,FL,Palladium Silver Metallic,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDKK5KF3EF280296,"46,159 mi.","$27,997"
X3 xDrive30i,2019,BMW,FL,Glacier Silver Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C54KLE18725,"23,700 mi.","$38,950"
Pacifica Limited,2018,Chrysler,AZ,Bright White Clearcoat,E85 Flex Fuel ,9-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,2C4RC1GG9JR276059,"80,327 mi.","$29,673"
Challenger SXT,2016,Dodge,TX,Plum Crazy Pearlcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAG9GH202945,"80,510 mi.","$23,991"
Rover Discovery HSE LUXURY,2018,Land,NJ,Corris Grey,Gasoline ,Automatic,V6,SALRT2RV5JA060157,"48,948 mi.","$49,999"
330 i xDrive,2017,BMW,NY,White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8D9C56HK677943,"52,017 mi.","$23,990"
CT6 3.6L Luxury,2018,Cadillac,MI,Satin Steel Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KD5RS2JU141261,"28,620 mi.","$40,299"
Palisade Calligraphy,2021,Hyundai,TX,Silver,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R74HE1MU285957,"14,258 mi.","$53,895"
E-Class E 350 4MATIC,2014,Mercedes-Benz,MO,Silver,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB7EA834757,"47,775 mi.","$23,500"
Accord EX-L,2014,Honda,TX,Tiger Eye Pearl,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCT2B85EA001344,"69,403 mi.","$12,988"
RAV4 LE,2018,Toyota,CA,Ruby Flare Pearl,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3ZFREV0JW499409,"18,771 mi.","$24,788"
340 i xDrive,2016,BMW,IL,Glacier Silver Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA8B7G55GNT14230,"60,430 mi.","$22,945"
GX 460 Base,2018,Lexus,CO,Nebula Gray Pearl,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX6J5194870,"25,558 mi.","$43,489"
LX 570 Base,2015,Lexus,CA,Gray,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AX7F4165154,"50,500 mi.","$48,600"
IS 350 Base,2018,Lexus,MD,Atomic Silver,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHCZ1D22J5014943,"18,812 mi.","$39,308"
Santa Fe SE 2.4,2020,Hyundai,TX,Symphony Silver,Gasoline ,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS23AD4LH165284,"45,827 mi.","$24,539"
NX 300 Base,2020,Lexus,AZ,Eminent White Pearl,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJDARBZ7L5001181,"14,021 mi.","$41,652"
Escalade Luxury,2018,Cadillac,MI,Black Raven,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4BKJ7JR350876,"26,060 mi.","$58,500"
GLE 350 Base 4MATIC,2017,Mercedes-Benz,NY,Lunar Blue Metallic,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,4JGDA5HB2HA974422,"41,062 mi.","$35,900"
Durango SRT,2018,Dodge,AZ,Granite Clearcoat,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4SDJGJ0JC456761,"17,527 mi.","$61,325"
440 i,2017,BMW,CA,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4P1C36HK522850,"62,153 mi.","$30,990"
Q8 3.0T Premium,2019,Audi,CA,Orca Black Metallic,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1AVAF19KD039221,"14,850 mi.","$62,250"
ES 330,2005,Lexus,VA,Black Garnet Pearl,Gasoline ,5-speed automatic electronically controlled transmission w/intel,3.3L DOHC EFI 24-valve V6 engine-inc: continuously variable valv,JTHBA30GX55133944,"20,080 mi.","$13,994"
CX-9 Touring,2018,Mazda,MD,Jet Black Mica,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY9J0231182,"34,207 mi.","$27,500"
4Runner SR5,2006,Toyota,MO,Titanium Metallic,Gasoline ,5-speed ECT automatic transmission w/OD,4.0L DOHC SMPI 24-valve VVT-i V6 engine,JTEBU14R260099016,"176,582 mi.","$15,000"
F-150 Lariat,2016,Ford,TX,Red,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTEW1CG6GKD09425,"68,915 mi.","$32,992"
X3 xDrive28i,2013,BMW,NJ,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C51D0A09251,"45,044 mi.","$16,699"
Cruze LT,2017,Chevrolet,WA,Tungsten Metallic,Gasoline ,6-Speed Automatic,4 Cylinder Engine,1G1BE5SM8H7220201,"84,532 mi.","$14,891"
Rover Range Rover Sport Supercharged HSE,2016,Land,TX,Corris Grey,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWR2VF0GA547467,"60,181 mi.","$40,433"
ES 350 F Sport,2019,Lexus,MD,Ultrasonic Blue Mica,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ABZ1B19KU003277,"21,718 mi.","$46,791"
Silverado 3500 LTZ,2019,Chevrolet,IA,Graphite Metallic,Diesel ,Automatic,Turbocharged Diesel V8 6.6L/403,1GC4KXEY2KF200638,"20,860 mi.","$72,918"
Q5 3.2 Premium Plus,2012,Audi,,Black,Gasoline ,6-Speed Automatic,3.2L V6 24V GDI DOHC,WA1DKAFP4CA133245,"69,494 mi.","$17,650"
X1 xDrive28i,2018,BMW,IL,Mineral Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C39J5F90453,"16,377 mi.","$29,995"
Tiguan 2.0T S,2018,Volkswagen,VA,White Silver Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV1B7AX9JM013879,"22,930 mi.","$20,000"
GS 350,2016,Lexus,CA,Caviar,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,JTHBZ1BL2GA005585,"31,982 mi.","$31,891"
300 Limited,2020,Chrysler,TN,Bright White Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCAEGXLH131487,"47,420 mi.","$24,489"
C-Class C 300,2019,Mercedes-Benz,FL,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB6KU286863,"23,721 mi.","$36,406"
4Runner Limited,2018,Toyota,MN,Classic Silver Metallic,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JRXJ5592708,"35,865 mi.","$43,499"
X7 xDrive40i,2019,BMW,NJ,Alpine White,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C54KL085603,"26,472 mi.","$69,879"
Touareg V6 Executive,2017,Volkswagen,IL,Reef Blue Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,WVGGF7BP8HD003549,"26,369 mi.","$35,488"
E-Class E 350,2012,Mercedes-Benz,TX,Brown,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF5KB6CA524366,"48,193 mi.","$16,791"
1500 Laramie,2018,RAM,IN,Brilliant Black Crystal Pearlcoat,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RR7NT5JS231174,"19,700 mi.","$41,000"
528 i,2015,BMW,TX,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5A5C59FD518212,"49,280 mi.","$20,791"
CX-5 Touring,2019,Mazda,NC,Snowflake White Pearl Mica,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFACM7K1677210,"9,154 mi.","$29,504"
X2 xDrive28i,2018,BMW,GA,Jet Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C37JEF70493,"50,613 mi.","$28,944"
QX30 Luxury,2018,INFINITI,IL,White,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,SJKCH5CR7JA052988,"37,362 mi.","$24,370"
Compass Trailhawk,2020,Jeep,IN,Redline Pearlcoat,Gasoline ,9-Speed 948TE Automatic,4 Cylinder Engine,3C4NJDDBXLT207749,"46,668 mi.","$26,500"
Tiguan 2.0T SEL Premium,2019,Volkswagen,VA,Dark Moss Green Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV4B7AXXKM057369,"13,062 mi.","$28,900"
MDX 3.5L Technology Package,2014,Acura,TX,Black,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD3H40EB016884,"90,745 mi.","$21,330"
Durango Citadel,2012,Dodge,MN,Brilliant Black Crystal Pearl,Gasoline ,Automatic,Gas V8 5.7L/345,1C4SDJET8CC130665,"40,911 mi.","$24,998"
Grand Cherokee Limited,2020,Jeep,IN,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3LC274040,"15,899 mi.","$39,954"
Ridgeline RTL,2011,Honda,CT,Burgundy,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F55BB006880,"102,500 mi.","$14,995"
Aviator Grand Touring AWD,2020,Lincoln,MO,Pristine White,Hybrid ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,5LMYJ8XY6LGL37982,"2,301 mi.","$69,998"
MDX 3.5L Technology Package,2015,Acura,TN,Black,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H43FB004624,"49,989 mi.","$26,974"
NV Passenger NV3500 HD SL V8,2016,Nissan,WI,Black,Gasoline ,5-Speed Automatic,5.6L V8 32V MPFI DOHC,5BZAF0AA5GN850293,"102,756 mi.","$33,795"
Civic LX,2018,Honda,VA,Black,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F5XJH606226,"44,149 mi.","$20,000"
WRX Premium,2015,Subaru,VA,Dark Gray Metallic,Gasoline ,6-Speed Manual,2.0L H4 16V GDI DOHC Turbo,JF1VA1D6XF9815713,"64,634 mi.","$21,500"
Encore Essence,2019,Buick,WA,Quicksilver,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,KL4CJCSM9KB785776,"60,496 mi.","$19,793"
Cherokee Limited,2019,Jeep,MI,Diamond Black,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX4KD261671,"41,193 mi.","$24,556"
435 i xDrive,2015,BMW,NY,Black,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,WBA4B3C50FD669520,"72,646 mi.","$23,995"
Model 3 Mid Range,2019,Tesla,WA,Black,Electric ,1-Speed Automatic,Electric,5YJ3E1EA9KF311968,"33,761 mi.","$42,495"
Panamera 2,2012,Porsche,IL,Yachting Blue Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A74CL010364,"88,815 mi.","$30,000"
CLA-Class CLA 250,2016,Mercedes-Benz,NY,Black,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB3GN359790,"84,068 mi.","$19,900"
Colorado Z71,2016,Chevrolet,OH,Red,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GCGTDE33G1355944,"65,297 mi.","$33,473"
Atlas 3.6 V6 SEL R-Line,2019,Volkswagen,VA,Pure White,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2RR2CA5KC583193,"29,392 mi.","$41,500"
340 i xDrive,2017,BMW,OH,Jet Black,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA8B7G52HNU37422,"46,544 mi.","$29,991"
TLX V6 A-Spec,2018,Acura,IL,Crystal Black Pearl,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB3F69JA006613,"49,268 mi.","$32,595"
RC 350 Base,2015,Lexus,WA,Silver Lining Metallic,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHSE5BC5F5002478,"67,854 mi.","$31,318"
CLS-Class CLS 550 4MATIC,2012,Mercedes-Benz,VA,Black,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDLJ9BB2CA045099,"76,662 mi.","$19,966"
Escalade Platinum,2019,Cadillac,IL,Black,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4DKJ1KR276917,"44,976 mi.","$67,200"
Durango GT,2018,Dodge,NJ,White,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDGXJC282320,"53,841 mi.","$29,500"
4Runner Limited,2020,Toyota,VA,Super White,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR7L5766902,"18,046 mi.","$47,000"
GLE 350 Base,2020,Mercedes-Benz,NC,Gray Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4JBXLA200163,"23,797 mi.","$59,995"
Rover Range Rover 5.0L Supercharged,2017,Land,GA,Farallon Black,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SALGS2FE6HA325841,"29,792 mi.","$75,500"
Land Cruiser NAVI/DVD,2008,Toyota,VA,Super White,Gasoline ,6-speed ECT-i automatic transmission-inc,5.7L DOHC EFI 32-valve V8 engine w/dual independent VVT-i,JTMHY05J184001434,"217,508 mi.","$24,995"
F-150 Lariat,2018,Ford,FL,Shadow Black,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1EG6JKC47867,"33,288 mi.","$46,999"
Highlander LE,2016,Toyota,TX,Gray,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC,5TDZARFH1GS018696,"81,743 mi.","$24,498"
4Runner Limited,2018,Toyota,IN,Blizzard Pearl,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JRXJ5590974,"42,444 mi.","$42,850"
Fusion Hybrid Titanium,2020,Ford,MO,Magnetic Metallic,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0RUXLR157427,"30,186 mi.","$25,000"
Expedition Limited,2017,Ford,PA,Shadow Black,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU2AT2HEA43522,"19,679 mi.","$45,997"
Escalade Platinum,2017,Cadillac,NJ,Crystal White Tri-Coat,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4DKJ4HR156263,"63,069 mi.","$54,740"
S-Class S 550 4MATIC,2016,Mercedes-Benz,NJ,Diamond Silver Metallic,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDUG8FB4GA227965,"53,997 mi.","$42,921"
Q8 3.0T Premium,2019,Audi,NJ,Florett Silver Metallic,Hybrid ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WA1CVAF11KD009512,"45,991 mi.","$65,699"
Wrangler Unlimited Rubicon,2017,Jeep,AZ,Granite Crystal Clearcoat Metallic,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWFGXHL592773,"45,528 mi.","$45,000"
Mustang GT Premium,2015,Ford,VA,Black / Yellow,Gasoline ,6-Speed Manual,5.0L V8 32V MPFI DOHC,1FA6P8CF7F5299587,"49,251 mi.","$29,995"
NX 200t Base,2017,Lexus,IL,Obsidian Black,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJBARBZ1H2121297,"34,661 mi.","$34,247"
Rover Range Rover Sport 3.0L Supercharged HSE Dynamic,2017,Land,MO,Corris Grey,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWV2FVXHA684001,"29,955 mi.","$61,800"
Elantra SE,2017,Hyundai,FL,Scarlet Red,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD84LF5HH198249,"22,133 mi.","$7,495"
RX 350L Premium,2018,Lexus,NY,Gray,Gasoline ,8-Speed Automatic,3.5L V6 24V MPFI DOHC,JTJDZKCA2J2003010,"18,160 mi.","$41,990"
Telluride EX,2021,Kia,PA,Dark Moss,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DHC1MG142952,"2,980 mi.","$40,900"
F-150 Lariat,2016,Ford,TX,Shadow Black,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTEW1EG2GKD09466,"79,830 mi.","$36,238"
Rogue SL,2018,Nissan,TX,Magnetic Black,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV4JC804715,"29,353 mi.","$25,689"
A6 2.0T Premium quattro,2015,Audi,MD,Blue,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAUGFAFC0FN017989,"82,218 mi.","$19,500"
Equinox LT,2017,Chevrolet,GA,Mosaic Black Metallic,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALCEK6H6323163,"66,424 mi.","$19,949"
MDX 3.5L w/Technology Package,2019,Acura,NY,Gey,Gasoline ,9-Speed Automatic,V6 Cylinder Engine,5J8YD4H51KL015561,"25,862 mi.","$36,988"
G70 3.3T Advanced,2019,Genesis,FL,Himalayan Gray,Gasoline ,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG34LE5KU034114,"22,917 mi.","$35,432"
C-Class C 450 AMG 4MATIC,2016,Mercedes-Benz,CA,Black,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,55SWF6EB6GU138383,"60,915 mi.","$31,990"
Ranger XLT,2019,Ford,WA,Magnetic,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4EH9KLB05574,"34,168 mi.","$32,000"
Accord Sport 2.0T,2019,Honda,NY,Modern Steel Metallic,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F31KA025113,"24,501 mi.","$29,500"
Titan Platinum Reserve,2020,Nissan,NJ,Pearl White Metallic,Gasoline ,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED6LN500848,"16,172 mi.","$54,990"
Ranger XLT,2019,Ford,WA,Shadow Black,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH6KLB02470,"18,401 mi.","$38,699"
Town Car Cartier,2003,Lincoln,SC,Ivory Parchment,Gasoline ,4-Speed Automatic,4.6L V8 16V MPFI SOHC,1LNHM83W03Y633315,"104,004 mi.","$3,500"
Model 3 Standard Range Plus,2019,Tesla,MD,Black,Electric ,1-Speed Automatic,Electric,5YJ3E1EA3KF399058,"19,300 mi.","$43,000"
IS 300 Base,2018,Lexus,TX,Atomic Silver,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTHBA1D23J5070974,"13,657 mi.","$32,000"
XC60 T6 Inscription,2018,Volvo,MD,White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,LYVA22RL8JB121483,"45,646 mi.","$39,550"
Accord Sport,2018,Honda,TX,Platinum White Pearl,Gasoline ,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,1HGCV1E32JA127580,"85,537 mi.","$24,800"
540 i xDrive,2018,BMW,MA,White Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C59JWC57677,"40,126 mi.","$41,998"
Accord Touring,2018,Honda,NY,Red,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F91JA096132,"18,276 mi.","$23,450"
330 i,2018,BMW,FL,Estoril Blue Metallic,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,WBA8B9G59JNU99224,"43,596 mi.","$29,286"
Rover Range Rover HSE,2011,Land,PA,Nara Bronze,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALME1D43BA330890,"81,954 mi.","$20,990"
Q7 3.0T Premium Plus,2018,Audi,WI,Orca Black Metallic,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF79JD051232,"49,982 mi.","$43,313"
E-Class E 350,2013,Mercedes-Benz,FL,Gray,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF5KB7DA714999,"19,616 mi.","$23,990"
GLC 300 Base,2018,Mercedes-Benz,TX,Polar White,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4JB6JV080339,"38,005 mi.","$31,499"
M3 Base,2015,BMW,IN,Gray,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS3C9C57FP804823,"41,505 mi.","$49,800"
X2 xDrive28i,2018,BMW,CO,Mineral White Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C31JEF70795,"24,578 mi.","$35,088"
Model Y Long Range,2021,Tesla,TX,Pearl White Multi,Electric ,1-Speed Automatic,Electric,5YJYGDEE5MF252814,125 mi.,"$65,999"
Odyssey Touring Elite,2016,Honda,IL,Black,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H95GB002689,"71,976 mi.","$27,497"
Escalade Luxury,2018,Cadillac,MI,Black Raven,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4BKJ8JR251743,"40,488 mi.","$56,832"
Suburban 1500 LTZ,2014,Chevrolet,IN,White Diamond Tri-Coat,E85 Flex Fuel ,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,1GNSKKE7XER143830,"113,626 mi.","$24,953"
Romeo Giulia Ti,2019,Alfa,FL,Imola Titanium Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAMBN9K7606677,"13,504 mi.","$34,497"
GLC 300 Base,2018,Mercedes-Benz,TX,Brilliant Blue Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4JB5JV015806,"88,667 mi.","$29,989"
Sierra 1500 SLT,2018,GMC,FL,Onyx Black,Gasoline ,Automatic,5.3L V8 16V GDI OHV,3GTU2NEC0JG613146,"44,898 mi.","$45,991"
GLS 450 Base 4MATIC,2017,Mercedes-Benz,CT,Lunar Blue Metallic,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE7HA937484,"70,150 mi.","$39,000"
RX 350,2020,Lexus,GA,Atomic Silver,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMAA7LC167289,"6,778 mi.","$46,490"
A4 40 Premium Plus,2021,Audi,OH,Tango Red Metallic,Gasoline ,7-Speed Automatic,2.0L,WAUEAAF49MN007487,"9,431 mi.","$43,351"
